grantee,url,amount,date,cause_area,cause_area_url,notes
Environmental Working Group,https://www.hewlett.org/grants/environmental-working-group-for-promoting-transparency-accountable-governance-and-efficient-agricultural-markets-in-the-u-s/,"$900,035","November 17, 2008",Global Development,,"for promoting transparency, accountable governance, and efficient agricultural markets in the U.S."
Arab Cultural and Community Center,https://www.hewlett.org/grants/arab-cultural-and-community-center-for-general-support-of-the-performing-arts-program/,"$45,000","November 17, 2008",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support of the performing arts program
University of California at Santa Cruz,https://www.hewlett.org/grants/university-of-california-at-santa-cruz-for-building-and-testing-tools-to-monitor-and-enrich-oral-language-development-in-children/,"$750,000","November 17, 2008",Education,https://www.hewlett.org/programs/education/,for building and testing tools to monitor and enrich oral language development in children
Guttmacher Institute,https://www.hewlett.org/grants/guttmacher-institute-for-a-project-to-improve-understanding-of-ethical-issues-in-abortion-choices/,"$200,000","November 17, 2008",Population,,for a project to improve understanding of ethical issues in abortion choices
Instituto de Energia e Meio Ambiente,https://www.hewlett.org/grants/instituto-de-energia-e-meio-ambiente-for-the-national-clean-act-project/,"$100,000","November 17, 2008",Environment,https://www.hewlett.org/programs/environment/,for the National Clean Act project
GiveWell,https://www.hewlett.org/grants/givewell-for-general-support-of-the-givewell-program/,"$100,000","November 17, 2008",Philanthropy,,for general support of the GiveWell program
Alliance for California Traditional Arts,https://www.hewlett.org/grants/alliance-for-california-traditional-arts-for-general-support-of-the-living-cultures-grants-program-bay-area-projects/,"$575,000","November 17, 2008",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support of the Living Cultures Grants Program Bay Area projects
Trust for Public Land,https://www.hewlett.org/grants/trust-for-public-land-for-general-support-of-the-west-conservation-finance-program/,"$1,450,000","November 17, 2008",Environment,https://www.hewlett.org/programs/environment/,for general support of the West Conservation Finance Program
California Tomorrow,https://www.hewlett.org/grants/california-tomorrow-for-general-support-and-for-the-community-college-access-and-equity-initiative/,"$300,000","November 17, 2008",Education,https://www.hewlett.org/programs/education/,for general support and for the Community College Access and Equity Initiative
INDEPTH Network,https://www.hewlett.org/grants/indepth-network-for-evaluation-of-reproductive-health-interventions/,"$1,000,000","November 17, 2008",Population,,for evaluation of reproductive health interventions
World Health Organization,https://www.hewlett.org/grants/world-health-organization-for-policy-and-programmatic-guidance-on-reproductive-choices-for-people-living-with-hivaids-1/,"$400,000","November 17, 2008",Population,,for policy and programmatic guidance on reproductive choices for people living with HIV/AIDS
University of Michigan,https://www.hewlett.org/grants/university-of-michigan-for-the-development-of-open-educational-resources-to-support-health-education-in-africa/,"$500,000","November 17, 2008",Education,https://www.hewlett.org/programs/education/,for the development of open educational resources to support health education in Africa
Communities for a Better Environment,https://www.hewlett.org/grants/communities-for-a-better-environment-for-general-support-of-the-goods-movement-campaign/,"$75,000","November 17, 2008",Environment,https://www.hewlett.org/programs/environment/,for general support of the Goods Movement Campaign
Sonoma County Repertory Theater,https://www.hewlett.org/grants/sonoma-county-repertory-theater-for-general-support/,"$90,000","November 17, 2008",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support
Deutsche Stiftung Weltbevoelkerung,https://www.hewlett.org/grants/deutsche-stiftung-weltbevoelkerung-for-general-operating-support-0/,"$1,015,000","November 17, 2008",Population,,for general operating support
Partners in Population and Development,https://www.hewlett.org/grants/partners-in-population-and-development-for-any-of-ppd-african-regional-offices-charitable-scientific-literary-or-educational-purposes/,"$1,400,000","November 17, 2008",Population,,"for any of PPD-African Regional Office's charitable, scientific, literary, or educational purposes"
Resource Media,https://www.hewlett.org/grants/resource-media-for-promoting-new-voices-in-effective-conservation-policy/,"$100,000","November 17, 2008",Environment,https://www.hewlett.org/programs/environment/,for promoting new voices in effective conservation policy
National Women's Law Center,https://www.hewlett.org/grants/national-womens-law-center-for-general-support-of-the-reproductive-rights-and-health-program/,"$900,000","November 17, 2008",Population,,for general support of the Reproductive Rights and Health Program
Harvard University,https://www.hewlett.org/grants/harvard-university-for-planning-a-practice-based-doctoral-program-for-aspiring-education-leaders/,"$100,000","November 17, 2008",Education,https://www.hewlett.org/programs/education/,for planning a practice-based doctoral program for aspiring education leaders
Music National Service Initiative,https://www.hewlett.org/grants/music-national-service-initiative-for-general-support-of-the-bay-area-pilot-of-musiciancorps/,"$500,000","November 17, 2008",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support of the Bay Area pilot of MusicianCorps
International Women's Health Coalition,https://www.hewlett.org/grants/international-womens-health-coalition-for-general-operating-support-1/,"$540,000","November 17, 2008",Population,,for general operating support
Grossmont-Cuyamaca Community College District Auxiliary,https://www.hewlett.org/grants/grossmont-cuyamaca-community-college-district-auxiliary-for-a-plan-to-improve-english-and-math-alignment-across-high-schools-and-community-colleges-0/,"$500,000","November 17, 2008",Education,https://www.hewlett.org/programs/education/,for a plan to improve English and math alignment across high schools and community colleges
Religious Coalition for Reproductive Choice,https://www.hewlett.org/grants/religious-coalition-for-reproductive-choice-for-general-operating-support-0/,"$200,000","November 17, 2008",Population,,for general operating support
San Francisco Foundation,https://www.hewlett.org/grants/san-francisco-foundation-for-general-support-of-the-bay-area-livable-communities-initiative/,"$450,000","November 17, 2008",Environment,https://www.hewlett.org/programs/environment/,for general support of the Bay Area Livable Communities Initiative
University of Cape Town,https://www.hewlett.org/grants/university-of-cape-town-for-assisting-east-african-countries-in-economic-commodity-and-infrastructure-development/,"$135,000","November 17, 2008",Global Development,,"for assisting East African countries in economic, commodity, and infrastructure development"
New Teacher Center,https://www.hewlett.org/grants/new-teacher-center-for-professional-development-in-the-ravenswood-city-school-district/,"$3,000,000","November 17, 2008",Education,https://www.hewlett.org/programs/education/,for professional development in the Ravenswood City School District
Natural Resources Defense Council,https://www.hewlett.org/grants/natural-resources-defense-council-for-a-project-to-accelerate-the-siting-and-transmission-of-renewable-energy-facilities/,"$450,000","November 17, 2008",Environment,https://www.hewlett.org/programs/environment/,for a project to accelerate the siting and transmission of renewable energy facilities
FSG Social Impact Advisors,https://www.hewlett.org/grants/fsg-social-impact-advisors-for-the-shared-evaluation-metrics-study/,"$185,100","November 17, 2008",Philanthropy,,for the shared evaluation metrics study
Chronicle Season of Sharing Fund,https://www.hewlett.org/grants/chronicle-season-of-sharing-fund-for-general-support-5/,"$50,000","November 17, 2008",Special Projects,https://www.hewlett.org/programs/special-projects/,for general support
Dimensions Dance Theater,https://www.hewlett.org/grants/dimensions-dance-theater-for-general-support-0/,"$135,000","November 17, 2008",Performing Arts,https://www.hewlett.org/programs/performing-arts/,for general support
